ecli,indegree,outdegree,page_rank,hub_score,initial_hub_score,hub_rank,authority,betweenness,info_map
ECLI:EU:T:2008:335,1,0,3.2905543370908466e-5,8.640404133239992e-18,NA,3.158932163607213e-5,3.021552288879318e-9,0,1
ECLI:EU:T:2016:145,6,0,3.3939575623384503e-5,5.1919228391735416e-17,2.38873076885239e-16,1.9226836948889531e-4,9.007446307811061e-8,0,2
ECLI:EU:C:2014:348,1,0,3.186164337431413e-5,8.640404133239992e-18,NA,3.158932163607213e-5,4.7308100262491465e-6,0,1
ECLI:EU:C:2014:349,1,0,3.186164337431413e-5,8.640404133239992e-18,NA,3.158932163607213e-5,4.7308100262491465e-6,0,1
ECLI:EU:T:2016:599,4,0,4.2740994540193886e-5,3.456161653295997e-17,2.4438740045899226e-17,1.2635728654428852e-4,8.29404299087944e-6,0,10
ECLI:EU:C:2014:2219,3,0,3.314765773684826e-5,2.5959614195867708e-17,NA,9.476796490821639e-5,1.5499433522971192e-6,0,1
ECLI:EU:T:2017:686,2,0,3.302519989225723e-5,1.7280808266479985e-17,0,6.317864327214426e-5,1.110764773811887e-8,0,1
ECLI:EU:T:2013:25,2,0,3.1989858034765405e-5,1.7280808266479985e-17,NA,6.408582379092378e-5,1.0399217261201528e-7,0,1
ECLI:EU:C:2016:97,1,0,3.178958983541877e-5,8.640404133239992e-18,0,3.204291189546189e-5,5.199608630600764e-8,0,1
ECLI:EU:T:1997:115,3,0,3.2374771954083574e-5,2.5959614195867708e-17,NA,1.3509745469796888e-4,2.5224133531012417e-8,0,9
ECLI:EU:T:2007:34,2,0,3.316736014357895e-5,1.7280808266479985e-17,NA,7.662180653539508e-5,1.0552444330728436e-8,0,1
ECLI:EU:T:2005:249,12,0,3.9004241049657246e-5,1.0383845678347083e-16,NA,4.0488750720357795e-4,5.019004722202989e-8,0,1
ECLI:EU:T:2011:259,7,0,3.636872259806421e-5,5.990680199046394e-17,NA,2.3509490340969027e-4,3.858346813357792e-8,0,9
ECLI:EU:T:2013:624,5,0,3.3924009019967494e-5,4.301001168546129e-17,NA,1.9827609797011314e-4,8.313578882962947e-6,0,1
ECLI:EU:T:2013:625,2,0,3.256907753683516e-5,1.7280808266479985e-17,NA,7.662180653539508e-5,1.1005586791068373e-8,0,1
ECLI:EU:T:2012:710,23,0,4.344613707532713e-5,1.9907491122984941e-16,NA,9.329778511591132e-4,1.559478114048715e-7,0,9
ECLI:EU:T:2015:356,8,0,3.512652336588316e-5,6.912323306591994e-17,NA,2.946235289601331e-4,1.3131125884207234e-7,0,155
ECLI:EU:T:2015:877,4,0,3.3656088515642865e-5,3.456161653295997e-17,0,1.6126361332930448e-4,2.494174695478195e-6,0,1
ECLI:EU:T:2017:7,19,0,4.30350894503222e-5,1.6282361566638918e-16,0,6.582698389231718e-4,8.74377497964464e-6,0,9
ECLI:EU:T:2012:336,1,0,3.234134923667827e-5,8.640404133239992e-18,NA,3.609732482909451e-5,2.3143643547523085e-9,0,1
ECLI:EU:T:2015:678,8,0,3.760554244092122e-5,6.912323306591994e-17,0,2.8877859863275606e-4,1.8514914838018468e-8,0,1
ECLI:EU:T:2016:633,8,0,3.905096807730866e-5,6.912323306591994e-17,9.096904878993448e-18,2.540307948234134e-4,3.0927792802279654e-6,0,9
ECLI:EU:T:2008:607,1,0,3.5537986840581144e-5,8.640404133239992e-18,NA,3.158932163607213e-5,5.67296598281481e-12,0,10
ECLI:EU:T:2015:777,2,0,3.6016612925976184e-5,1.7280808266479985e-17,1.0484347164359661e-16,6.317864327214426e-5,1.3330126795514897e-9,0,1
ECLI:EU:T:2016:88,8,0,3.602718709372808e-5,6.912323306591994e-17,5.5197043373487695e-17,2.557230799110601e-4,1.7079692697491507e-6,0,1
ECLI:EU:T:2015:254,6,0,3.497389181136557e-5,5.1919228391735416e-17,NA,1.8953592981643279e-4,1.0143449889422953e-6,0,1
ECLI:EU:C:2016:582,2,0,3.3396369302620355e-5,1.7280808266479985e-17,1.997436363065073e-16,6.602433898375286e-5,3.0771284460757894e-9,0,1
ECLI:EU:C:2009:636,1,0,3.2341448341692894e-5,8.640404133239992e-18,NA,3.158932163607213e-5,2.0688713024123123e-8,0,1
ECLI:EU:T:2015:79,2,0,3.41888595623739e-5,1.7280808266479985e-17,NA,6.475810935394787e-5,8.09502130138492e-9,0,1
ECLI:EU:T:2016:632,4,0,3.552346661668097e-5,3.456161653295997e-17,9.096904878993448e-18,1.2846324132002667e-4,2.9265198884685555e-8,0,1
ECLI:EU:T:2016:620,5,0,3.3651972146941194e-5,4.301001168546129e-17,0,1.6020298829722294e-4,5.072922640384047e-8,0,29
ECLI:EU:T:2016:732,1,0,3.22160938907561e-5,8.640404133239992e-18,6.990528605033125e-18,3.384570175293443e-5,1.0084146642365115e-8,0,1
ECLI:EU:T:2012:256,2,0,3.25465738068622e-5,1.7280808266479985e-17,NA,6.317864327214426e-5,2.6546794269695075e-9,0,1
ECLI:EU:T:2015:778,4,0,3.377732659787799e-5,3.456161653295997e-17,1.0484347164359661e-16,1.2635728654428852e-4,1.0489779626479374e-8,0,1
ECLI:EU:T:2010:506,4,0,3.505613158877984e-5,3.456161653295997e-17,NA,1.3437728680280284e-4,2.586333012490603e-6,0,1
ECLI:EU:T:2013:278,2,0,3.506465325516885e-5,1.7280808266479985e-17,NA,6.44948650069806e-5,2.095074906515103e-9,0,1
ECLI:EU:T:2015:225,1,0,3.4748253799679345e-5,8.640404133239992e-18,NA,3.158932163607213e-5,1.2687176811081425e-12,0,2
ECLI:EU:T:2015:927,1,0,3.2905543370908466e-5,8.640404133239992e-18,0,3.158932163607213e-5,2.2766616410297002e-9,0,1
ECLI:EU:T:2016:289,2,0,3.261726461398943e-5,1.7280808266479985e-17,1.0237081932530795e-16,6.382972201784624e-5,2.2286490506046754e-8,0,1
ECLI:EU:C:2016:814,1,0,3.196538498888251e-5,8.640404133239992e-18,9.096904878993448e-18,3.158932163607213e-5,1.588482560436289e-8,0,1
ECLI:EU:T:2015:974,1,0,3.428124820337684e-5,8.640404133239992e-18,6.96971590864743e-17,4.307082507687527e-5,1.5694319541508336e-10,0,4
ECLI:EU:T:2016:298,4,0,3.5408746968880024e-5,3.456161653295997e-17,1.0237081932530795e-16,1.2809296355725951e-4,6.660752554581005e-7,0,2
ECLI:EU:T:2016:651,35,0,5.682551734082275e-5,3.0107008179822906e-16,0,0.0011123270224580551,1.7397334373320552e-5,0,1
ECLI:EU:C:2016:579,25,0,4.9753039201128186e-5,2.13821200950579e-16,1.997436363065073e-16,8.76722135357137e-4,2.8062332896046234e-7,0,1
ECLI:EU:T:2015:921,2,0,3.220873102813209e-5,1.7280808266479985e-17,0,6.940224281716978e-5,4.987801945203754e-8,0,1
ECLI:EU:T:2001:32,1,0,3.212465466524291e-5,8.640404133239992e-18,NA,3.426131386692969e-5,9.22328345038139e-9,0,1
ECLI:EU:C:2017:155,2,0,3.230726076416468e-5,1.7280808266479985e-17,0,6.317864327214426e-5,5.419954855897174e-9,0,14
ECLI:EU:T:2016:104,38,0,4.428228042005906e-5,3.2564723133277836e-16,0,0.0012258401963792622,6.383821556199099e-7,0,1
ECLI:EU:T:2016:103,23,0,3.9977898890223256e-5,1.9907491122984941e-16,0,7.46438747409508e-4,4.4390792351471677e-7,0,1
ECLI:EU:C:2012:618,1,0,3.1984188156523034e-5,8.640404133239992e-18,NA,3.158932163607213e-5,2.7130512175871866e-8,0,2
ECLI:EU:T:2016:172,1,0,3.2341448341692894e-5,8.640404133239992e-18,NA,3.158932163607213e-5,6.497652515483044e-9,0,1
ECLI:EU:T:2017:268,3,0,4.888823586534973e-5,2.5959614195867708e-17,0,9.476796490821639e-5,1.2995859637284155e-8,0,254
ECLI:EU:C:2017:265,14,0,4.15498392553007e-5,1.1981360398092787e-16,0,4.5674801766552604e-4,5.99773730077536e-7,0,1
ECLI:EU:C:2016:803,2,0,3.4676999690725794e-5,1.7280808266479985e-17,0,6.317864327214426e-5,2.102026896462824e-7,0,2
ECLI:EU:T:2016:63,2,0,3.256084783736792e-5,1.7280808266479985e-17,0,6.317864327214426e-5,1.421046560915212e-8,0,1
ECLI:EU:C:2017:55,9,0,3.796793465874054e-5,7.680359229546659e-17,0,2.8430389472464915e-4,1.684631623131757e-9,0,35
ECLI:EU:C:2017:42,5,0,3.5060675662014124e-5,4.301001168546129e-17,0,1.5794660818036066e-4,9.575403512471604e-10,0,35
ECLI:EU:C:2016:805,5,0,3.412717874594791e-5,4.301001168546129e-17,0,1.6164371926581932e-4,7.841293760330618e-8,0,1
ECLI:EU:T:1998:41,1,0,3.27687930607956e-5,8.640404133239992e-18,NA,3.302519989225723e-5,1.0528876615401437e-9,0,1
ECLI:EU:T:2014:860,3,0,3.389698311922675e-5,2.5959614195867708e-17,NA,9.62038431644015e-5,4.647427902811957e-9,0,1
ECLI:EU:T:2016:29,4,0,3.5118239360929154e-5,3.456161653295997e-17,0,1.2922904305665874e-4,1.6826473199865386e-06,0,1
ECLI:EU:C:2017:51,8,0,3.965960228882436e-5,6.912323306591994e-17,0,2.5271457308857705e-4,1.4211783216297892e-6,0,25
ECLI:EU:C:2016:765,1,0,3.2717511694503276e-5,8.640404133239992e-18,1.7352323417039014e-17,3.158932163607213e-5,1.5243738904852276e-9,0,1
ECLI:EU:C:2001:701,2,0,3.4040965416893664e-5,1.7280808266479985e-17,NA,6.374273830135983e-5,1.8980261538062005e-8,0,9
ECLI:EU:C:2016:707,12,0,4.2738493978215235e-5,1.0383845678347083e-16,1.368039791409384e-16,3.7907185963286557e-4,1.3617595770699322e-8,0,23
ECLI:EU:C:2016:708,21,0,4.676876911540886e-5,1.8064204907893743e-16,1.368039791409384e-16,6.633757543575147e-4,3.1293792116825046e-6,0,23
ECLI:EU:C:2016:720,5,0,3.469884942878563e-5,4.301001168546129e-17,0,1.6101681941106539e-4,4.435922551850367e-8,0,1
ECLI:EU:T:2009:127,1,0,3.191166165276675e-5,8.640404133239992e-18,NA,3.158932163607213e-5,3.2860675705932887e-8,0,4
ECLI:EU:C:2017:122,4,0,3.580123118754842e-5,3.456161653295997e-17,6.646359199037819e-17,1.2635728654428852e-4,8.936702155892406e-10,0,1
ECLI:EU:T:2015:869,3,0,3.311364166890631e-5,2.5959614195867708e-17,0,9.524659099361143e-5,4.139325066466001e-8,0,1
ECLI:EU:T:2005:74,4,0,3.4914513387237613e-05,3.456161653295997e-17,NA,1.2635728654428855e-4,1.2027920798309456e-8,0,1
ECLI:EU:T:2016:729,2,0,3.325191751165487e-5,1.7280808266479985e-17,6.990528605033125e-18,6.317864327214428e-5,6.013960399154728e-9,0,1
ECLI:EU:C:2017:21,16,0,4.4309631556869903e-5,1.3824646613183988e-16,1.163463073559077e-18,5.054291461771541e-4,9.573575737200429e-6,0,198
ECLI:EU:C:1962:6,1,0,3.205387048366143e-5,8.640404133239992e-18,NA,3.158932163607213e-5,9.066391798349653e-9,0,2
ECLI:EU:T:2014:587,26,0,3.5633745859626796e-5,2.248809182411262e-16,NA,8.280915028884622e-4,0.001323393212745883,0,23
ECLI:EU:T:2014:962,15,0,3.5096336533443525e-5,1.2903003505638387e-16,NA,4.949602060761238e-4,5.236630138263166e-4,0,23
ECLI:EU:C:2017:61,5,0,3.69333798075881e-5,4.301001168546129e-17,0,1.5794660818036066e-4,7.127139646608747e-9,0,117
ECLI:EU:C:2017:62,5,0,3.69333798075881e-5,4.301001168546129e-17,0,1.5794660818036066e-4,7.127139646608747e-9,0,117
ECLI:EU:C:2016:918,1,0,3.422176510574481e-5,8.640404133239992e-18,0,3.158932163607213e-5,3.1513637697778244e-11,0,1
ECLI:EU:T:2016:30,1,0,3.2420619573863505e-5,8.640404133239992e-18,0,3.158932163607214e-5,2.5637982492639636e-9,0,1
ECLI:EU:T:2012:652,3,0,3.3620063741248194e-5,2.5959614195867708e-17,NA,9.476796490821639e-5,2.043486035730235e-8,0,1
ECLI:EU:C:1983:280,4,0,3.2133965112556135e-5,3.456161653295997e-17,NA,1.2635728654428852e-4,1.1600191519313703e-6,0,2
ECLI:EU:T:2016:465,7,0,3.623948963332359e-5,5.990680199046394e-17,0,2.2639013839185026e-4,8.884065758143777e-9,0,1
ECLI:EU:T:2017:15,1,0,3.190572109156163e-5,8.640404133239992e-18,2.6129441966746025e-17,3.2905543370908466e-5,2.0938061887221003e-9,0,1
ECLI:EU:T:2015:107,8,0,3.735562637916466e-5,6.912323306591994e-17,NA,2.5271457308857705e-4,2.034665769197991e-5,0,1
ECLI:EU:T:2013:478,1,0,3.246680279262969e-5,8.640404133239992e-18,NA,3.158932163607213e-5,2.539366070008446e-6,0,1
ECLI:EU:C:2015:416,6,0,3.239766791362819e-5,5.1919228391735416e-17,NA,1.8953592981643279e-4,2.6798788422989667e-6,0,1
ECLI:EU:T:2016:657,3,0,3.3181013492883114e-5,2.5959614195867708e-17,0,9.608418664305274e-5,5.100920098538087e-8,0,1
ECLI:EU:T:2016:525,2,0,3.267860858904013e-5,1.7280808266479985e-17,0,6.317864327214426e-5,3.308372564328899e-7,0,1
ECLI:EU:C:2016:947,3,0,3.4079303459150756e-5,2.5959614195867708e-17,6.990528605033125e-18,9.476796490821639e-5,2.7481702696060698e-8,0,1
ECLI:EU:C:2017:256,2,0,3.259851396014543e-5,1.7280808266479985e-17,0,6.317864327214426e-5,3.187681816655759e-8,0,2
ECLI:EU:T:2013:252,8,0,3.8358659914739445e-5,6.912323306591994e-17,NA,2.5271457308857705e-4,1.2337435923892484e-6,0,1
ECLI:EU:C:2017:435,6,0,3.766058948015912e-5,5.1919228391735416e-17,2.2111949338410576e-17,1.8953592981643279e-4,1.0716412446064173e-7,0,1
ECLI:EU:T:2014:929,1,0,3.1932683827768565e-5,8.640404133239992e-18,NA,3.158932163607213e-5,1.273673070583406e-6,0,1
ECLI:EU:C:2017:702,8,0,3.614057498890591e-5,6.912323306591994e-17,4.4755693820187424e-17,2.554423103215258e-4,6.473995949564049e-8,0,2
ECLI:EU:T:2016:720,1,0,3.1897229049572315e-5,8.640404133239992e-18,3.4473839693327126e-18,3.263818583101984e-5,1.197901756671982e-9,0,29
ECLI:EU:T:2017:132,13,0,4.174303216195245e-5,1.124404591205631e-16,0,4.106611812689377e-4,3.492701795014754e-8,0,117
ECLI:EU:T:2017:138,3,0,3.4409113030599436e-5,2.5959614195867708e-17,0,9.476796490821639e-5,6.688252824236285e-9,0,2
ECLI:EU:C:2013:415,1,0,4.7383982454108197e-5,8.640404133239992e-18,NA,3.158932163607213e-5,2.945631913336177e-17,0,265
ECLI:EU:T:2013:565,1,0,3.2247432503490295e-5,8.640404133239992e-18,NA,3.158932163607213e-5,3.9589305176452043e-8,0,1
ECLI:EU:C:2017:402,24,0,3.420138106248178e-5,2.0767691356694166e-16,0,7.583073945073688e-4,0.10500588028836418,0,1
ECLI:EU:T:2011:744,1,0,3.2717511694503276e-5,8.640404133239992e-18,NA,3.158932163607213e-5,1.4049418724484203e-9,0,1
ECLI:EU:T:2016:598,10,0,3.94550613700997e-5,8.602002337092258e-17,2.4438740045899226e-17,3.169461937485904e-4,9.238778311892619e-6,0,1
ECLI:EU:C:2008:761,1,0,3.302519989225723e-5,8.640404133239992e-18,NA,3.158932163607213e-5,2.9227968307671844e-9,0,1
ECLI:EU:T:2010:461,1,0,3.2420619573863505e-5,8.640404133239992e-18,NA,3.158932163607214e-5,8.28575720715112e-6,0,1
ECLI:EU:T:2013:595,1,0,3.19461639730722e-5,8.640404133239992e-18,NA,3.211581033000667e-5,2.293207404673515e-8,0,1
ECLI:EU:T:2015:393,4,0,3.589482917758122e-5,3.456161653295997e-17,NA,1.2688377523822306e-4,2.5212744290145283e-8,0,1
ECLI:EU:T:2015:240,1,0,3.1871369150679914e-5,8.640404133239992e-18,NA,3.158932163607213e-5,7.89461760149245e-9,0,1
ECLI:EU:T:2017:612,3,0,3.450381262035259e-5,2.5959614195867708e-17,2.918925051848124e-17,9.476796490821639e-5,4.1643387207735395e-7,0,1
ECLI:EU:C:2015:362,9,0,3.292036562005378e-5,7.680359229546659e-17,NA,2.8430389472464915e-4,5.778803197076641e-7,0,1
ECLI:EU:T:2015:122,5,0,3.4819469661660826e-5,4.301001168546129e-17,NA,1.5794660818036066e-4,1.6868220866191901e-6,0,1
ECLI:EU:T:2016:320,2,0,3.2492934676602405e-5,1.7280808266479985e-17,1.1840469856786553e-16,6.317864327214426e-5,4.3629764354324296e-8,0,2
ECLI:EU:C:2017:706,20,0,3.565990938534312e-5,1.7204004674184516e-16,4.4755693820187424e-17,6.317864327214426e-4,9.556328073256455e-7,0,1
ECLI:EU:T:2015:958,2,0,3.2717511694503276e-5,1.7280808266479985e-17,NA,6.317864327214426e-5,4.6089815838944254e-10,0,1
ECLI:EU:T:2017:380,1,0,3.3894753494605344e-5,8.640404133239992e-18,2.2111949338410576e-17,3.2276046019465e-5,6.617358539529301e-10,0,1
ECLI:EU:C:1988:446,1,0,3.2420619573863505e-5,8.640404133239992e-18,NA,3.158932163607214e-5,9.525656237667256e-9,0,2
ECLI:EU:C:2017:602,7,0,3.369722220738056e-5,5.990680199046394e-17,0,2.242046317530176e-4,1.986187401634115e-7,0,1
ECLI:EU:T:2017:703,2,0,3.275741896559462e-5,1.7280808266479985e-17,0,6.774964511230409e-5,1.4188099335735016e-8,0,1
ECLI:EU:T:2017:635,2,0,3.266045380649067e-5,1.7280808266479985e-17,4.607323973533784e-18,6.317864327214426e-5,4.351517899013723e-8,0,1
ECLI:EU:C:2016:889,3,0,4.106611812689377e-5,2.5959614195867708e-17,0,9.476796490821639e-5,1.95796160616401e-8,0,306
ECLI:EU:T:2016:719,1,0,3.281364149829859e-5,8.640404133239992e-18,3.4473839693327126e-18,3.183231641788807e-5,6.339307296513837e-9,0,1
ECLI:EU:C:2015:642,2,0,3.199253492850004e-5,1.7280808266479985e-17,0,6.317864327214426e-5,7.215826485667198e-8,0,1
ECLI:EU:C:2017:380,15,0,4.2980828772821054e-5,1.2903003505638387e-16,0,4.838909723343777e-4,1.2586730087475155e-6,0,1
ECLI:EU:C:2017:672,1,0,3.230726076416468e-5,8.640404133239992e-18,0,3.302519989225723e-5,6.716325698724441e-10,0,12
ECLI:EU:T:2017:392,6,0,3.341802186150301e-5,5.1919228391735416e-17,0,2.081178837200046e-4,6.109763704009308e-5,0,2
ECLI:EU:C:2017:381,5,0,4.00716394827952e-5,4.301001168546129e-17,0,1.5794660818036066e-4,2.2650293213300477e-8,0,1
ECLI:EU:T:2016:156,3,0,3.589695640462742e-5,2.5959614195867708e-17,3.307022900975898e-17,9.476796490821639e-5,1.2332116608754003e-6,0,1
ECLI:EU:T:2017:667,3,0,3.314099652582054e-5,2.5959614195867708e-17,1.6828857120633684e-17,9.62038431644015e-5,1.3808449573681465e-8,0,1
ECLI:EU:T:2017:749,4,0,3.360554537340984e-5,3.456161653295997e-17,8.2932475606340792e-18,1.2779316480047363e-4,1.4649710531352892e-8,0,1
ECLI:EU:T:2017:532,2,0,3.237621050035604e-5,1.7280808266479985e-17,0,6.317864327214426e-5,1.0392213477859322e-6,0,1
ECLI:EU:T:2014:914,2,0,3.2642299023941205e-5,1.7280808266479985e-17,NA,6.317864327214426e-5,7.354504964507821e-6,0,1
ECLI:EU:T:2017:524,1,0,3.251841933125072e-5,8.640404133239992e-18,0,3.158932163607213e-5,1.0187738688154437e-9,0,155
ECLI:EU:T:2015:333,2,0,3.326215517098728e-5,1.7280808266479985e-17,NA,6.317864327214426e-5,1.5168752921684399e-9,0,1
ECLI:EU:T:2016:493,3,0,3.4114219568338235e-5,2.5959614195867708e-17,0,9.476796490821639e-5,1.0642248982017758e-7,0,1
ECLI:EU:T:2017:716,2,0,3.236495230124354e-5,1.7280808266479985e-17,0,6.317864327214426e-5,5.158901597039385e-8,0,1
ECLI:EU:C:2016:149,1,0,3.187649728730915e-5,8.640404133239992e-18,2.0969920842537783e-16,3.158932163607213e-5,5.724499632296968e-8,0,2
ECLI:EU:C:2016:38,10,0,3.3877366441875136e-5,8.602002337092258e-17,0,3.158932163607213e-4,1.3843756880712553e-6,0,1
ECLI:EU:C:2015:614,26,0,3.93088157401598e-5,2.248809182411262e-16,NA,8.213223625378754e-4,2.4074182363076293e-6,0,93
ECLI:EU:C:2016:26,26,0,3.863341351614984e-5,2.248809182411262e-16,1.943765724701207e-16,8.213223625378754e-4,7.295055295712805e-6,0,1
ECLI:EU:C:2017:52,12,0,3.479963168572819e-5,1.0383845678347083e-16,0,3.7907185963286557e-4,8.012852457992346e-7,0,1
ECLI:EU:C:2016:446,7,0,3.3174749041722824e-5,5.990680199046394e-17,1.0594935446398778e-16,2.2112525145250492e-4,1.968438020807942e-6,0,1
ECLI:EU:C:2017:190,8,0,3.37285907196951e-5,6.912323306591994e-17,2.6664445512336925e-18,2.5271457308857705e-4,8.595998245548472e-7,0,1
ECLI:EU:C:2016:678,1,0,3.183231641788807e-5,8.640404133239992e-18,8.436730771240395e-17,3.158932163607213e-5,8.165959401127378e-8,0,1
ECLI:EU:T:2011:357,1,0,3.188181535492465e-5,8.640404133239992e-18,NA,3.158932163607213e-5,4.235648430563123e-8,0,1
ECLI:EU:T:2016:7,2,0,3.2174309073777165e-5,1.7280808266479985e-17,0,6.317864327214426e-5,8.471296861126247e-8,0,1
ECLI:EU:C:2016:415,1,0,3.1871369150679914e-5,8.640404133239992e-18,7.921049760455202e-17,3.158932163607213e-5,5.118838275206208e-8,0,1
ECLI:EU:C:2017:46,3,0,3.233282179883273e-5,2.5959614195867708e-17,0,9.476796490821639e-5,4.6557335756245604e-7,0,1
ECLI:EU:T:2016:456,2,0,3.2642299023941205e-5,1.7280808266479985e-17,4.895419428614969e-17,6.317864327214426e-5,1.4838678769497189e-8,0,1
ECLI:EU:T:2017:377,2,0,3.188733410433696e-5,1.7280808266479985e-17,3.0112983631895816e-17,6.317864327214426e-5,1.8584082427352992e-5,0,2
ECLI:EU:C:2016:837,2,0,3.2362601905288475e-5,1.7280808266479985e-17,4.404817135462112e-18,6.317864327214426e-5,2.6610014541494908e-8,0,1
ECLI:EU:C:2017:600,3,0,3.328160672371885e-5,2.5959614195867708e-17,0,9.476796490821639e-5,2.6290120994545063e-8,0,1
ECLI:EU:T:2018:91,4,0,3.3503825977652256e-5,3.456161653295997e-17,0,1.2635728654428852e-4,8.947669584093434e-8,0,12
ECLI:EU:T:2017:792,2,0,3.309357504731366e-5,1.7280808266479985e-17,8.535740309851272e-18,6.317864327214426e-5,6.251146134725229e-8,0,1
ECLI:EU:T:2017:136,1,0,3.251841933125072e-5,8.640404133239992e-18,0,3.158932163607213e-5,2.965228519980942e-9,0,1
ECLI:EU:C:2017:848,1,0,3.251841933125072e-5,8.640404133239992e-18,2.458875191635793e-17,3.158932163607213e-5,2.965228519980942e-9,0,1
ECLI:EU:C:2017:596,3,0,3.2455797594177885e-5,2.5959614195867708e-17,0,9.476796490821639e-5,4.611485545129147e-8,0,1
ECLI:EU:T:2018:89,6,0,3.332227355228363e-5,5.1919228391735416e-17,0,1.8953592981643279e-4,9.222971090258294e-8,0,15
ECLI:EU:T:2018:217,2,0,3.2532496569056456e-5,1.7280808266479985e-17,1.986857338777004e-17,6.317864327214426e-5,1.1190024237962653e-8,0,1
ECLI:EU:T:2013:546,1,0,3.191166165276675e-5,8.640404133239992e-18,NA,3.158932163607213e-5,8.884039153967851e-7,0,1
ECLI:EU:C:2016:209,1,0,3.191166165276675e-5,8.640404133239992e-18,0,3.158932163607213e-5,8.884039153967851e-7,0,1
ECLI:EU:C:2017:360,1,0,3.230726076416468e-5,8.640404133239992e-18,0,3.158932163607213e-5,3.8099431800746775e-10,0,1
ECLI:EU:T:2017:718,3,0,3.274502852519672e-5,2.5959614195867708e-17,0,9.476796490821639e-5,7.62956213560435e-9,0,1
ECLI:EU:C:1980:6,1,0,3.2905543370908466e-5,8.640404133239992e-18,NA,3.158932163607213e-5,4.581889714154679e-9,0,1
ECLI:EU:T:2016:671,1,0,3.2905543370908466e-5,8.640404133239992e-18,0,3.158932163607213e-5,4.581889714154679e-9,0,1
ECLI:EU:C:2016:569,8,0,3.4019269454231525e-5,6.912323306591994e-17,9.200351582757811e-17,2.5271457308857705e-4,5.17323654987838e-6,0,1
ECLI:EU:T:2017:528,1,0,3.1893065113342054e-5,8.640404133239992e-18,0,3.158932163607213e-5,6.466545687347975e-7,0,1
ECLI:EU:C:2018:83,1,0,3.1893065113342054e-5,8.640404133239992e-18,0,3.158932163607213e-5,6.466545687347975e-7,0,1
ECLI:EU:C:2018:349,1,0,3.183231641788807e-5,8.640404133239992e-18,0,3.158932163607213e-5,4.517252531982651e-8,0,1
ECLI:EU:T:2017:734,3,0,3.312046927496919e-5,2.5959614195867708e-17,1.978739768268857e-17,9.476796490821639e-5,2.4000293790713916e-6,0,1
ECLI:EU:T:2018:223,3,0,3.259842496611332e-5,2.5959614195867708e-17,0,9.476796490821639e-5,3.875470702523268e-8,0,1
ECLI:EU:T:2017:694,51,0,4.2510555846423256e-5,4.423886916218876e-16,0,0.0016110554034396787,0.0017524054365008264,0,23
ECLI:EU:T:2018:90,3,0,3.2392604018361956e-5,2.5959614195867708e-17,0,9.476796490821639e-5,3.810150333544753e-5,0,1
ECLI:EU:T:2018:433,3,0,3.206160039549225e-5,2.5959614195867708e-17,1.3528028436986191e-17,9.476796490821639e-5,1.784774212966299e-4,0,1
ECLI:EU:C:2017:337,24,0,3.968767500095608e-5,2.0767691356694166e-16,0,7.581437192657311e-4,3.8473881839478315e-7,0,1
ECLI:EU:C:2017:583,21,0,4.003181561656699e-5,1.8064204907893743e-16,0,6.633757543575147e-4,5.464076532959266e-4,0,1
ECLI:EU:C:2017:584,1,0,3.2133965112556135e-5,8.640404133239992e-18,0,3.158932163607213e-5,1.3951796080129456e-6,0,1
ECLI:EU:C:2018:510,2,0,4.870020418894453e-5,1.7280808266479985e-17,3.6530560520996606e-17,6.317864327214426e-5,2.1444913625744013e-9,0,255
ECLI:EU:T:2018:394,1,0,3.219680859061198e-5,8.640404133239992e-18,6.7395953925558765e-18,3.158932163607213e-5,4.2553456683469985e-7,0,14
ECLI:EU:T:2014:3,3,0,3.348468093423646e-5,2.5959614195867708e-17,NA,9.476796490821639e-5,2.5948056354993637e-9,0,1
ECLI:EU:T:2018:119,1,0,3.180869192521152e-5,8.640404133239992e-18,1.0730406744456205e-17,3.158932163607213e-5,1.108846571366847e-8,0,1
ECLI:EU:T:2014:883,1,0,3.356365423832664e-5,8.640404133239992e-18,NA,3.158932163607213e-5,5.555557828460839e-10,0,2
ECLI:EU:T:2017:25,3,0,3.1842711916575385e-5,2.5959614195867708e-17,0,9.476796490821637e-5,3.3681937587966445e-4,0,23
ECLI:EU:T:2016:306,1,0,3.2905543370908466e-5,8.640404133239992e-18,NA,3.158932163607213e-5,4.9199779414485755e-8,0,1
ECLI:EU:C:2018:79,1,0,3.2905543370908466e-5,8.640404133239992e-18,0,3.158932163607213e-5,4.9199779414485755e-8,0,1
ECLI:EU:T:2018:193,5,0,3.487987597316298e-5,4.301001168546129e-17,1.2139048880276393e-18,1.5794660818036066e-4,2.441681038537131e-8,0,1
ECLI:EU:C:2017:340,1,0,3.2067947721467164e-5,8.640404133239992e-18,0,3.158932163607213e-5,1.0348763280291227e-8,0,1
ECLI:EU:T:2017:728,1,0,3.2717511694503276e-5,8.640404133239992e-18,9.020725349510856e-18,3.158932163607213e-5,1.5727421116500278e-9,0,1
ECLI:EU:C:2018:30,18,0,4.362073283311525e-5,1.5360718459093318e-16,4.4134559075097385e-18,5.686077894492983e-4,6.7777861248648565e-9,0,1
ECLI:EU:T:2017:169,1,0,3.1871369150679914e-5,8.640404133239992e-18,0,3.158932163607213e-5,4.692348030311753e-8,0,1
