ecli,indegree,outdegree,page_rank,hub_score,initial_hub_score,hub_rank,authority,betweenness,info_map
ECLI:EU:C:2004:629,0,7,3.158932163607213e-5,1.3455993830918387e-9,3.079582614386871e-8,0,2.0611031279640031e-16,0,2
ECLI:EU:C:2004:630,0,3,3.158932163607213e-5,9.104250501258893e-10,0,0,8.862072081148157e-17,0,1
ECLI:EU:C:2004:632,1,5,3.237905467697393e-5,9.226979787725559e-10,2.3009424493470716e-14,3.158932163607213e-5,3.38303151474473e-9,77.87288338596387,18
ECLI:EU:C:2004:634,0,3,3.158932163607213e-5,6.411915047746317e-10,6.418812458792752e-8,0,8.862072081148157e-17,0,16
ECLI:EU:C:2004:639,23,8,6.140909026850767e-5,8.972314900285948e-10,0,0.0010707395385206931,2.8844413742293597e-7,7727.252794437839,3
ECLI:EU:C:2004:640,0,2,3.158932163607213e-5,9.130211362745101e-14,2.2863866915882415e-14,0,5.896858569147827e-17,0,7
ECLI:EU:C:2004:641,1,1,3.9486652045090164e-5,3.3366643172917104e-10,6.418812841968305e-8,3.158932163607213e-5,1.0074696146880691e-12,384,1
ECLI:EU:C:2004:647,2,3,3.7646973112450265e-5,3.009974743947758e-8,3.079582942601316e-8,1.2179107135928954e-4,6.55209762082626e-10,1422.2381489829404,31
ECLI:EU:C:2004:650,8,6,5.414340437463483e-5,4.888242651806169e-10,0,3.752509569847928e-4,2.6332600081605835e-9,1508.9021026975072,1
ECLI:EU:C:2004:655,7,7,4.981181055745911e-5,2.6862764227246037e-10,2.2968241467566306e-14,3.287526544192325e-4,5.138978573425107e-10,442.1630755040409,13
ECLI:EU:C:2004:656,1,9,3.5614298735968906e-5,1.5790123716644428e-8,6.41885553707448e-8,8.854949619772909e-5,1.9891587679440117e-12,11455.80409249753,16
ECLI:EU:C:2004:664,2,4,4.223306450435486e-5,2.7850737743470195e-10,6.418855545563281e-8,6.454627114724844e-5,4.57789272673936e-11,1173.4538893562503,3
ECLI:EU:C:2004:668,0,10,3.158932163607213e-5,1.28628707101275e-9,0,0,2.949548233069008e-16,0,2
ECLI:EU:C:2004:677,1,1,3.323629182657908e-5,8.163108485412747e-11,3.100319910180543e-6,8.234850952534737e-5,8.947708949395239e-9,0,1
ECLI:EU:C:2004:681,0,5,3.158932163607213e-5,6.551075469867756e-9,0,0,1.474774116534504e-16,0,1
ECLI:EU:C:2004:682,0,5,3.158932163607213e-5,6.551075469867756e-9,1.1754897458412645e-8,0,1.474774116534504e-16,0,3
ECLI:EU:C:2004:684,0,2,3.158932163607213e-5,5.2440143380227956e-12,3.079584980629815e-8,0,5.896858569147827e-17,0,16
ECLI:EU:C:2004:686,0,2,3.158932163607213e-5,1.8299262148506832e-11,0,0,5.896858569147827e-17,0,19
ECLI:EU:C:2004:687,2,1,3.583962792156059e-5,1.0060948015618482e-13,2.2600671997073015e-14,7.720180490771177e-5,6.705804106857052e-11,61.657832200006176,47
ECLI:EU:C:2004:688,0,1,3.158932163607213e-5,1.0059200733893761e-13,6.4190052248125e-8,0,2.948429284573913e-17,0,47
ECLI:EU:C:2004:694,5,1,4.857846424928634e-5,5.5192339238680896e-9,2.260015004887975e-14,1.740182292157432e-4,1.1117833166863459e-9,603.699782343998,1
ECLI:EU:C:2004:697,25,1,5.8424110887648336e-5,5.519234095908136e-9,6.421955713945202e-8,8.252762138893854e-4,3.600843662223751e-8,1392.7648353724499,6
ECLI:EU:C:2004:704,3,2,3.659096422845022e-5,4.867095323739703e-7,1.1748060861425266e-8,9.476796490821639e-5,1.0655809516043627e-6,3.5,1
ECLI:EU:C:2004:706,0,4,3.158932163607213e-5,9.1083492908575e-10,3.077736725785355e-8,0,1.1793717138295653e-16,0,1
ECLI:EU:C:2004:707,5,9,4.212559015216193e-5,2.9049069272384587e-8,0,2.610275477496384e-4,8.16047787080591e-9,14068.047822572775,17
ECLI:EU:C:2004:711,6,5,3.571957848198385e-5,7.476408702962046e-8,2.2787869885241676e-14,2.1503593150398208e-4,7.83524327630969e-8,7702.629480501699,1
ECLI:EU:C:2004:714,4,5,5.0498065618390465e-5,1.6021140231666232e-7,6.421978808459702e-8,1.8346918754725617e-4,1.5240210843463015e-9,7947.937926932892,5
ECLI:EU:C:2004:717,16,10,7.245742219464655e-5,2.4373389283457634e-8,6.421978823602034e-8,8.506639685830637e-4,9.297160317064376e-7,172075.30681487458,19
ECLI:EU:C:2004:722,6,11,4.455128433907294e-5,8.530878223598572e-9,0,2.3001530387979904e-4,2.0817902665396445e-9,5640.018414675577,11
ECLI:EU:C:2004:724,0,6,3.158932163607213e-5,3.625962196378673e-10,0,0,1.7724144162296314e-16,0,1
ECLI:EU:C:2004:727,6,3,4.964145072370963e-5,1.1268545305634018e-10,0,3.067993511771661e-4,3.305336119089999e-10,2961.623218871524,13
ECLI:EU:C:2004:728,3,8,4.588131644534309e-5,2.0528698165458855e-09,1.4416925613514909e-8,1.431008563800154e-4,5.266086438549438e-9,3455.9181547404173,2
ECLI:EU:C:2004:729,0,2,3.158932163607213e-5,2.530772872955944e-10,NA,0,5.896858569147827e-17,0,1
ECLI:EU:C:2004:730,10,9,5.276954459763588e-5,5.091418967028907e-10,0,4.963007589021918e-4,4.829275042181361e-10,11081.268856862605,1
ECLI:EU:C:2004:732,0,4,3.158932163607213e-5,4.103196127911293e-12,3.0941024028195143e-6,0,1.1793717138295653e-16,0,1
ECLI:EU:C:2004:735,0,2,3.158932163607213e-5,2.193443615545685e-11,0,0,5.896858569147827e-17,0,3
ECLI:EU:C:2004:736,1,2,3.6621944790055876e-5,1.025174349959888e-15,1.1748088900094309e-8,4.026098523187e-5,2.679478824293008e-14,390.67451734908934,75
ECLI:EU:C:2004:738,0,2,3.158932163607213e-5,2.512748874728617e-12,3.0777380481140244e-8,0,5.896858569147827e-17,0,16
ECLI:EU:C:2004:739,0,1,3.158932163607213e-5,2.0812156412435664e-12,0,0,2.948429284573913e-17,0,1
ECLI:EU:C:2004:740,0,2,3.158932163607213e-5,2.512748874728617e-12,2.2700018997646715e-14,0,5.896858569147827e-17,0,16
ECLI:EU:C:2004:741,0,1,3.158932163607213e-5,2.0812156412435664e-12,6.422029989588004e-8,0,2.948429284573913e-17,0,1
ECLI:EU:C:2004:742,0,2,3.158932163607213e-5,2.512748874728617e-12,3.689860344414013e-8,0,5.896858569147827e-17,0,16
ECLI:EU:C:2004:749,2,1,4.0951853743983896e-5,2.814269486399251e-13,6.54655259444481e-8,1.0101045413317277e-4,5.873172231013754e-10,5,26
ECLI:EU:C:2004:751,2,3,3.602393907144877e-5,1.533490108515038e-10,3.690586122566652e-8,1.7362073555272743e-4,2.8875679079871033e-11,6366.222208826975,13
ECLI:EU:C:2004:759,6,7,4.704545577905459e-5,9.192251544263043e-9,3.6906882229348414e-8,2.622392279601496e-4,4.4929253190548344e-10,1125.6092093283064,4
ECLI:EU:C:2004:762,12,9,4.992204282384434e-5,2.071496000753531e-6,6.54711326308834e-8,6.353010215678057e-4,6.535254611007182e-9,1248981.0628166553,2
ECLI:EU:C:2004:764,0,6,3.158932163607213e-5,9.22025625963019e-9,3.6907001168779664e-8,0,1.7724144162296314e-16,0,1
ECLI:EU:C:2004:779,6,12,4.121417561826041e-5,1.2090753087909584e-9,0,2.13052852866023e-4,3.862356936445179e-9,1141.9795410737108,1
ECLI:EU:C:2004:780,1,3,3.389509413170028e-5,1.5797729120483326e-9,3.097171989235645e-6,4.150390492130673e-5,4.916671400150343e-9,1215.2462854477817,44
ECLI:EU:C:2004:781,6,2,3.716390780714368e-5,2.3147308397603047e-8,0,1.8953592981643279e-4,1.0691162185060961e-8,0,1
ECLI:EU:C:2004:782,4,3,4.4743368826620736e-5,6.374522126690186e-12,1.1750845966849631e-8,2.2044400143164647e-4,3.1007646677823685e-8,306.2726608774039,3
ECLI:EU:C:2004:784,1,2,3.6854208575417486e-5,6.383741308870318e-10,3.0784461424349283e-8,3.158932163607213e-5,4.9408289749391165e-14,79.06339123671248,3
ECLI:EU:C:2004:785,0,3,3.158932163607213e-5,4.691970867397548e-10,0,0,8.862072081148157e-17,0,50
ECLI:EU:C:2004:790,0,1,3.158932163607213e-5,2.0812156412435664e-12,2.2843878613581884e-14,0,2.948429284573913e-17,0,1
ECLI:EU:C:2004:791,0,1,3.158932163607213e-5,2.0812156412435664e-12,6.547253635869598e-8,0,2.948429284573913e-17,0,1
ECLI:EU:C:2004:792,0,1,3.158932163607213e-5,3.1932502074722933e-12,3.6907108742522325e-8,0,2.948429284573913e-17,0,47
ECLI:EU:C:2004:797,8,16,5.082248916059061e-5,7.311037450143356e-8,2.343144859673528e-14,3.015905440173278e-4,8.731850063753439e-9,14868.401113824404,2
ECLI:EU:C:2004:799,24,19,6.232994141832884e-5,1.0315808863184276e-7,6.548038098562103e-8,9.382618976324587e-4,1.207666478310743e-7,65369.889083497146,1
ECLI:EU:C:2004:802,46,31,1.306279560547457e-4,1.6684782987074813e-6,3.6909623957430126e-8,0.0024497125713381957,1.411010281936246e-5,224624.55530832804,37
ECLI:EU:C:2004:807,0,2,3.158932163607213e-5,2.5877604856086456e-12,3.690962360037166e-8,0,5.896858569147827e-17,0,75
ECLI:EU:C:2004:813,0,8,3.158932163607213e-5,2.2261019021514796e-7,0,0,2.3587434276591306e-16,0,23
ECLI:EU:C:2004:814,3,2,3.628102806349449e-5,1.1570051355343553e-10,1.1752444474256906e-8,1.36894435971766e-4,1.3010496195475023e-11,23.816891737393572,17
ECLI:EU:C:2004:821,26,13,6.045153743103412e-5,2.1713273856405613e-8,3.078474005293207e-8,0.0010131445117003309,2.0725033805599284e-8,9638.973582295017,3
ECLI:EU:C:2004:822,2,5,3.54428728216586e-5,7.215997236002666e-10,0,9.08723806516706e-5,3.284914998882002e-9,11566.403028072576,2
ECLI:EU:C:2004:824,12,4,8.568461930229115e-5,3.7604469663362054e-9,2.2997792869509503e-14,4.7860399643523903e-4,6.725106259324041e-11,9454.538459053425,1
ECLI:EU:C:2004:825,0,4,3.158932163607213e-5,3.930189333309041e-9,6.548038124314248e-8,0,1.1793717138295653e-16,0,1
ECLI:EU:C:2004:826,5,1,5.845112579233807e-5,1.143049328661679e-9,3.690963529856936e-8,1.7953229363626725e-4,4.743390624874548e-11,0,11
ECLI:EU:C:2005:5,39,8,1.2282137113402817e-4,6.775778431076525e-7,3.690963610888329e-8,0.001688075388493924,9.685701867161255e-7,26306.220711639227,8
ECLI:EU:C:2005:10,8,8,4.812217914061189e-5,5.3995488264289326e-8,1.0818219330250975e-16,3.8454075766164604e-4,1.0093506587949627e-7,4834.438578647208,128
ECLI:EU:C:2005:11,3,2,3.5668430978959726e-5,1.2792663282837512e-8,1.1757410823104646e-8,1.296707019822684e-4,3.269028077178138e-8,577.0007629578137,128
ECLI:EU:C:2005:13,1,3,3.4607196563408355e-5,4.664476619119019e-10,3.078487713611223e-8,6.639324840139701e-5,1.1213450545054636e-10,803.4354996124143,10
ECLI:EU:C:2005:14,8,8,5.108135501112324e-5,1.0227067163803896e-6,4.438890725411563e-16,4.228713129677848e-4,2.8107711878940523e-8,25235.102054218754,8
ECLI:EU:C:2005:16,10,1,5.651809099063654e-5,1.2741642230369305e-12,3.8844379525082507e-14,4.956099035230371e-4,7.761857290306203e-10,54.96603271257725,1
ECLI:EU:C:2005:21,0,4,3.158932163607213e-5,4.3258219697968765e-11,1.1464645220883393e-7,0,1.1793717138295653e-16,0,3
ECLI:EU:C:2005:24,0,4,3.158932163607213e-5,8.872390175613485e-9,1.3532348147494866e-7,0,1.1793717138295653e-16,0,1
ECLI:EU:C:2005:32,6,9,4.174327345950904e-5,8.489523721947043e-11,3.194165225353846e-6,2.1780147036607784e-4,1.1055143435149354e-9,1687.0788007157742,28
ECLI:EU:C:2005:33,6,12,5.750242060540974e-5,3.545857250822685e-11,8.716646587477885e-17,2.879472235748616e-4,6.859417227825413e-11,1541.7117700713507,9
ECLI:EU:C:2005:36,4,11,3.778307785355976e-5,3.960838434299896e-9,3.1113289638388242e-6,1.5366006947948373e-4,1.5257996091164732e-10,1097.719190719018,8
ECLI:EU:C:2005:37,0,3,3.158932163607213e-5,5.6569536206576136e-8,8.716646587477885e-17,0,8.862072081148157e-17,0,23
ECLI:EU:C:2005:39,1,1,3.6415467997138705e-5,1.9342441089040703e-8,1.17613955920718e-8,5.7913756332798914e-5,1.2101104748830123e-9,48,1
ECLI:EU:C:2005:41,6,8,4.036673885455328e-5,2.989921150180628e-9,3.078501657893778e-8,2.3817033378743422e-4,2.4950712308183605e-6,10307.12672268636,2
ECLI:EU:C:2005:42,0,5,3.158932163607213e-5,2.180916920733422e-8,3.4124766091908537e-16,0,1.474774116534504e-16,0,1
ECLI:EU:C:2005:47,9,11,5.0857776494625534e-5,1.723368494931697e-9,3.876395013977212e-14,3.7546155528883016e-4,6.247365345004933e-10,5179.788773463326,7
ECLI:EU:C:2005:51,6,5,3.706919145877409e-5,2.6836380657220696e-11,1.146960583073873e-7,1.9727531361727046e-4,4.4179929503041004e-11,27.689414970993916,2
ECLI:EU:C:2005:52,0,2,3.158932163607213e-5,2.512748874728617e-12,1.3536252912081885e-7,0,5.896858569147827e-17,0,16
ECLI:EU:C:2005:57,0,3,3.158932163607213e-5,8.227204186048443e-12,1.176127427455808e-8,0,8.862072081148157e-17,0,142
ECLI:EU:C:2005:58,0,2,3.158932163607213e-5,1.5951192157020095e-13,3.078577179878897e-8,0,5.896858569147827e-17,0,142
ECLI:EU:C:2005:59,9,5,4.646711450622158e-5,1.4242508378676398e-9,7.957179767824162e-17,3.454951544139852e-4,2.880832771697259e-9,1849.8432026892651,3
ECLI:EU:C:2005:63,0,1,3.158932163607213e-5,2.5124395098588505e-12,3.8498541679322404e-14,0,2.948429284573913e-17,0,1
ECLI:EU:C:2005:67,0,3,3.158932163607213e-5,2.0237924754189573e-12,1.1470243360584284e-7,0,8.862072081148157e-17,0,4
ECLI:EU:C:2005:69,1,4,3.4748253799679345e-5,3.1524571360866563e-9,1.3536367836684093e-7,3.158932163607213e-5,1.220759022702601e-11,66.03333333333333,5
ECLI:EU:C:2005:76,9,7,4.840587656048195e-5,4.71210170895823e-8,1.3536367905235113e-7,4.2251047733660174e-4,4.157272402748396e-7,34191.24460132735,1
ECLI:EU:C:2005:94,12,8,5.469376887945857e-5,9.547692213141164e-9,1.1473346808920856e-7,6.178630768084476e-4,9.905426965326292e-9,17357.704418896694,2
ECLI:EU:C:2005:95,1,14,3.295850558439693e-5,1.8385713900230767e-9,1.353726385942634e-7,4.929062213969294e-5,6.681828061768114e-11,1854.5366093777639,2
ECLI:EU:C:2005:103,73,9,1.195938905038972e-4,5.228604260414092e-7,0,0.00281767966438295,5.357220882769585e-6,6209.468095515892,3
ECLI:EU:C:2005:104,18,5,5.720437555477752e-5,7.07499515713115e-8,3.8257435863807734e-14,7.340473040481008e-4,1.3053211429740865e-6,1070.1224412820097,5
ECLI:EU:C:2005:114,0,3,3.158932163607213e-5,3.2494063828366006e-15,1.1473374751790465e-7,0,8.862072081148157e-17,0,47
ECLI:EU:C:2005:117,2,4,4.026098523187e-5,5.612650152838785e-12,1.353729144155777e-7,6.937330876638301e-5,1.4143688009753245e-13,284.8320613896262,81
ECLI:EU:C:2005:120,9,8,6.364987461000875e-5,1.4043712577845239e-11,1.1473383481876318e-7,4.451537746395007e-4,8.506669484900379e-10,7351.481678454909,28
ECLI:EU:C:2005:121,27,6,5.416914349457551e-5,9.89642429581088e-7,1.3537308988121338e-7,0.0010807807426369517,3.3719632258737465e-5,3676.5197960124315,18
ECLI:EU:C:2005:125,1,2,3.3015238129251515e-5,5.9209916117729684e-8,0,3.422199583630511e-5,4.1325569219239864e-7,905.4782638633724,2
ECLI:EU:C:2005:126,10,10,5.876326009399366e-5,4.776405758323875e-10,1.1769503207918993e-8,5.175206846339028e-4,2.0557784056635733e-9,16111.46954896942,1
ECLI:EU:C:2005:128,13,9,5.833234472420717e-5,2.200340910109665e-8,3.0786163484679655e-8,8.06491310338263e-4,1.3804265843832853e-8,4289.807518837744,1
ECLI:EU:C:2005:130,40,10,7.556772175742775e-5,6.784085263273181e-7,0,0.0013986452401299526,3.6138719385555713e-6,26775.949332511715,9
ECLI:EU:C:2005:131,10,2,4.720196836327706e-5,2.095734400322121e-11,3.798561160722964e-14,3.4441632940659185e-4,1.0790731492625667e-9,2259.6803873042177,26
ECLI:EU:C:2005:134,0,2,3.158932163607213e-5,4.7226575368655744e-11,1.1473472021434614e-7,0,5.896858569147827e-17,0,2
ECLI:EU:C:2005:135,14,3,5.961241618442975e-5,1.1783622053697501e-10,1.3537544905661486e-7,5.985245585775303e-4,1.692144732979683e-9,1342.6737511152212,13
ECLI:EU:C:2005:141,5,20,3.70756364132717e-5,5.609461538035322e-9,0,1.7504365632718392e-4,1.657913320747483e-8,1918.3716763350694,2
ECLI:EU:C:2005:143,2,2,3.701154121502247e-5,2.181682842745024e-15,1.7749250314092578e-8,7.874306161819469e-5,9.438572074440781e-10,3597.4210601532964,22
ECLI:EU:C:2005:144,4,5,3.761963843629715e-5,1.97155823555735e-10,3.1945352973531065e-6,1.8932750047837157e-4,5.123999657500676e-11,2482.395342237854,1
ECLI:EU:C:2005:145,6,6,4.9758726353607734e-5,6.788398009455967e-7,0,3.5402621067328916e-4,1.5174641327716614e-8,31380.10213088837,10
ECLI:EU:C:2005:147,0,3,3.158932163607213e-5,1.626986380346338e-9,3.1313861699868056e-6,0,8.862072081148157e-17,0,19
ECLI:EU:C:2005:150,10,6,1.057711200281345e-4,1.946976398976056e-8,0,5.438625094490387e-4,2.2513765565847373e-7,22511.65554251579,26
ECLI:EU:C:2005:151,16,7,5.525878358790551e-5,1.4379837593391544e-6,1.1770034398109467e-8,7.684850217156353e-4,1.0621201327953946e-6,19134.837615250184,13
ECLI:EU:C:2005:156,6,1,5.0475674236077194e-5,3.250403765130817e-8,3.0786441660677156e-8,2.504376169317604e-4,1.262526710686726e-8,0.3333333333333333,1
ECLI:EU:C:2005:157,3,5,3.5877768960281344e-5,6.625640701955936e-9,0,1.307790927842745e-4,2.1219364346088654e-10,2887.8759755018305,1
ECLI:EU:C:2005:159,5,10,4.83515887349421e-5,8.18446497154084e-10,3.8064785053841e-14,2.826213794592405e-4,5.646965475685328e-10,19676.070771940987,2
ECLI:EU:C:2005:164,0,10,3.158932163607213e-5,8.663932144474927e-8,NA,0,2.949548233069008e-16,0,2
ECLI:EU:C:2005:166,0,1,3.158932163607213e-5,5.237305889851952e-12,1.3548692090480086e-7,0,2.948429284573913e-17,0,16
ECLI:EU:C:2005:167,0,1,3.158932163607213e-5,5.237305889851952e-12,0,0,2.948429284573913e-17,0,16
ECLI:EU:C:2005:168,23,2,7.942658591882285e-5,1.196379823428412e-5,1.3548692141614626e-7,8.529470024168742e-4,2.499144102126242e-6,284.50398134264344,1
ECLI:EU:C:2005:169,39,16,9.554616478687808e-5,1.5573578233904402e-8,0,0.0018936505035555536,3.9936069635109625e-7,166450.30313663647,1
ECLI:EU:C:2005:172,15,2,8.891279296411187e-5,2.048539572931837e-8,1.1770053940847649e-8,6.955022720084319e-4,1.7290184320165606e-6,368.1270412962618,3
ECLI:EU:C:2005:173,0,3,3.158932163607213e-5,2.3621623170519343e-10,3.078748751091276e-8,0,8.862072081148157e-17,0,1
ECLI:EU:C:2005:174,0,1,3.158932163607213e-5,1.1842827766806692e-8,0,0,2.948429284573913e-17,0,1
ECLI:EU:C:2005:176,6,6,6.306650212814237e-5,1.6715449509129583e-9,3.8238081281287485e-14,3.3190424167926406e-4,4.885138693500154e-10,14838.71534371272,1
ECLI:EU:C:2005:177,9,7,3.988964805617911e-5,1.6657219453673535e-8,1.1479706263727891e-7,3.297129417402459e-4,8.008238502150891e-9,674.012418335088,6
ECLI:EU:C:2005:180,14,4,4.589207358523097e-5,8.830701951877421e-8,1.3548701381798085e-7,5.672762097896037e-4,8.691960708346221e-7,10057.19835878991,1
ECLI:EU:C:2005:182,6,3,6.21775443408951e-5,1.869007489307311e-10,0,3.573381113628852e-4,3.781841145844687e-10,74609.17500920608,2
ECLI:EU:C:2005:210,3,2,4.942757510763842e-5,3.420595092479287e-10,1.1479706575908271e-7,1.3953273822959236e-4,2.7825762897003356e-8,3,144
ECLI:EU:C:2005:211,16,16,6.611600970313217e-5,6.821917429443757e-9,1.35488388786101e-7,9.165699904992801e-4,7.977489201598484e-8,116548.35493124927,1
ECLI:EU:C:2005:213,4,10,4.022644531519949e-5,1.882212461177889e-6,0,1.4191580037387874e-4,1.703936697781974e-7,3419.3767433060784,1
ECLI:EU:C:2005:218,12,4,7.367870449046134e-5,1.0933696393816505e-8,2.7475257604472035e-17,5.442639381953661e-4,4.149695735703936e-7,1446.9768047432674,6
ECLI:EU:C:2005:219,10,3,6.721439519654562e-5,1.0933229791717162e-8,2.7475257604472035e-17,5.545551343712011e-4,5.931436904557724e-9,613.2438221358676,6
ECLI:EU:C:2005:220,8,11,5.125972595467676e-5,4.369431043357955e-10,1.4052301073638205e-16,3.4977465732946675e-4,4.715432841847962e-9,41885.90576187124,2
ECLI:EU:C:2005:221,23,7,5.580814933469929e-5,2.479980654959982e-7,1.7774472539952666e-8,8.585224454031332e-4,2.444075331831259e-6,1022.4184229390197,15
ECLI:EU:C:2005:222,8,4,6.23122033473123e-5,6.917085343688498e-8,3.1963803095355493e-6,3.618862485566659e-4,1.2077317260907528e-6,5112.615681995515,1
ECLI:EU:C:2005:223,25,13,7.461311287797734e-5,8.33184878399084e-7,2.7475257604472035e-17,0.0012967462506868162,2.9848398522515264e-6,76564.69481412764,2
ECLI:EU:C:2005:225,3,7,4.109602779472982e-5,1.0240370534248942e-9,3.1354942383287546e-6,1.9379398734400657e-4,1.2430918028581922e-9,3539.2912771473775,5
ECLI:EU:C:2005:226,4,7,3.963311537551427e-5,4.149705866090887e-9,2.7475257604472035e-17,1.6384481046095766e-4,6.420486572100289e-10,957.8895142420442,1
ECLI:EU:C:2005:231,16,5,4.608648389506762e-5,5.6057473991369074e-8,1.1780995129306172e-8,6.033571750552862e-4,2.2783504230295114e-6,445.8449142396599,1
ECLI:EU:C:2005:233,1,1,3.690437436410578e-5,4.431966739380346e-10,3.102216156351334e-8,7.441073819247114e-5,4.4746428621135286e-12,0,1
ECLI:EU:C:2005:234,13,8,5.397586541298211e-5,9.220476865046056e-9,1.130993037146194e-16,5.23941831027741e-4,6.428228605373978e-7,33441.27077260593,11
ECLI:EU:C:2005:235,1,2,3.263114325698085e-5,2.193444452704841e-11,3.884709327961255e-14,3.3338291869078865e-5,1.5647038157450533e-10,220.96537883261567,3
ECLI:EU:C:2005:236,1,2,3.4748253799679345e-5,9.360341499305253e-12,1.1519054524202686e-7,3.158932163607213e-5,9.600074561087712e-14,2,27
ECLI:EU:C:2005:237,0,2,3.158932163607213e-5,7.963372018760302e-12,1.3568599187528717e-7,0,5.896858569147827e-17,0,19
ECLI:EU:C:2005:239,3,4,6.81354115898884e-5,3.844821777498852e-11,2.7475257604472035e-17,1.1652749715723173e-4,5.040357205680779e-13,670.0805811351497,16
ECLI:EU:C:2005:241,10,13,5.2202890044521116e-5,1.3846755086356389e-9,3.882127643073116e-14,6.633926068877737e-4,1.0265963825413252e-8,18925.439024240302,1
ECLI:EU:C:2005:242,11,4,5.553126105467592e-5,2.4857931419033975e-9,1.1519063391381953e-7,4.8245620700268087e-4,2.5053640354436266e-7,5448.890773777798,1
ECLI:EU:C:2005:246,7,7,4.9341873500123355e-5,7.669753509964316e-9,1.3569234049674206e-7,2.959452986291337e-4,2.552652871975905e-9,20080.17222107841,1
ECLI:EU:C:2005:248,1,1,3.6118142519181456e-5,5.973022402651239e-10,2.038767276098522e-17,9.963405942840514e-5,1.8662498896261353e-8,46.28333333333333,3
ECLI:EU:C:2005:250,30,21,1.1992964943708802e-4,5.171589303163375e-9,1.35692678078714e-7,0.0015449962004159105,4.328346847828748e-8,356063.6467117562,13
ECLI:EU:C:2005:251,11,6,5.483537578818766e-5,8.133911509419158e-8,0,5.142342486538331e-4,2.5476662759978847e-7,10225.584350591458,1
ECLI:EU:C:2005:253,0,1,3.158932163607213e-5,1.7915918921948534e-10,NA,0,2.948429284573913e-17,0,17
ECLI:EU:C:2005:255,2,9,4.230712719116803e-5,1.4224795786758321e-11,3.102238424026884e-8,6.543502338900655e-5,8.722944263165101e-12,99.28571428571426,19
ECLI:EU:C:2005:258,3,10,3.572361499171875e-5,2.3001192845846456e-10,2.9200845639408773e-16,1.284005354312262e-4,3.724730560701931e-10,5914.510716464872,4
ECLI:EU:C:2005:260,0,2,3.158932163607213e-5,3.809633571761153e-9,3.905342395030016e-14,0,5.896858569147827e-17,0,16
ECLI:EU:C:2005:261,6,2,4.757545371964331e-5,2.3163336718999595e-12,1.1519165297087366e-7,2.2288211206086152e-4,4.032512194962091e-11,3912.5202589856376,13
ECLI:EU:C:2005:263,0,2,3.158932163607213e-5,4.0676268175259797e-11,1.3569267891277347e-7,0,5.896858569147827e-17,0,3
ECLI:EU:C:2005:264,2,3,4.4062114831671216e-5,3.0608849303383236e-11,7.989962786228059e-17,1.15825178566319e-4,2.2455617873803256e-12,699.0832691702828,27
ECLI:EU:C:2005:265,0,2,3.158932163607213e-5,3.043297813985051e-11,1.5979925572456119e-16,0,5.896858569147827e-17,0,19
ECLI:EU:C:2005:267,17,4,4.689282850585814e-5,3.621573363101232e-7,NA,6.730648872515937e-4,4.766284770601416e-6,4283.651206695468,1
ECLI:EU:C:2005:270,22,12,9.291173777510727e-5,1.341032401534951e-7,2.4132311525327165e-9,0.0010381953904319702,9.4385453871074e-6,142957.4224155263,11
ECLI:EU:C:2005:273,1,4,3.578477841586296e-5,8.002038818022891e-11,2.4132380577650397e-9,3.356365423832664e-5,1.5543559714026126e-13,179.08716512955644,1
ECLI:EU:C:2005:275,0,7,3.158932163607213e-5,3.805348745616545e-7,2.4153703225469854e-9,0,2.0611031279640031e-16,0,2
ECLI:EU:C:2005:280,3,4,4.262411156844504e-5,7.776727320410495e-9,1.1784542982833025e-8,1.290222271926789e-4,1.1748152347111032e-10,921.4573390819019,28
ECLI:EU:C:2005:281,4,2,3.828370830319529e-5,8.258298581210816e-12,3.102509242591997e-8,1.6368927027046184e-4,1.0604563619242016e-9,1753.1318901572026,6
ECLI:EU:C:2005:284,3,3,4.774233468111889e-5,6.765852515087794e-8,0,1.6547068995344255e-4,4.107378878303107e-9,1735.1591203546848,1
ECLI:EU:C:2005:287,29,9,6.668230926403534e-5,5.5289693433600075e-8,3.8382098409682754e-14,0.0011626409975615116,7.899661900976798e-6,6954.646568309212,26
ECLI:EU:C:2005:288,0,1,3.158932163607213e-5,6.8051805941786495e-9,1.1520511903608147e-7,0,2.948429284573913e-17,0,122
ECLI:EU:C:2005:289,6,7,5.292499676731301e-5,1.1298435303727738e-9,1.357027324792507e-7,3.1498546330201534e-4,6.524652736935062e-10,19064.222644576363,48
ECLI:EU:C:2005:291,1,1,3.9486652045090164e-5,8.990739755662364e-10,0,3.158932163607213e-5,9.266759665734858e-12,98.99999999999999,315
ECLI:EU:C:2005:293,0,4,3.158932163607213e-5,1.7659562428937114e-8,0,0,1.1793717138295653e-16,0,1
ECLI:EU:C:2005:294,0,2,3.158932163607213e-5,7.963372018760302e-12,2.4153854691020203e-9,0,5.896858569147827e-17,0,19
ECLI:EU:C:2005:299,17,4,5.355617545989732e-5,1.2776439427113898e-7,2.4153857640438614e-9,6.138633704444444e-4,2.054458766823774e-6,533.4137431536616,1
ECLI:EU:C:2005:307,3,15,3.777604113481175e-5,6.2131281195733526e-9,1.7806949755093244e-8,1.3392224082202657e-4,3.2383687569361015e-11,21989.419934295223,2
ECLI:EU:C:2005:310,0,3,3.158932163607213e-5,4.374011951654935e-8,3.1982508508244038e-6,0,8.862072081148157e-17,0,10
